Region,Week,Ratio
North Carolina,2020-01-04,19.19
North Carolina,2020-01-11,19.00
North Carolina,2020-01-18,18.22
North Carolina,2020-01-25,19.10
North Carolina,2020-02-01,19.00
North Carolina,2020-02-08,19.67
North Carolina,2020-02-15,19.73
North Carolina,2020-02-22,18.44
North Carolina,2020-02-29,18.89
North Carolina,2020-03-07,19.46
North Carolina,2020-03-14,19.40
North Carolina,2020-03-21,19.66
North Carolina,2020-03-28,17.98
North Carolina,2020-04-04,19.39
North Carolina,2020-04-11,19.31
North Carolina,2020-04-18,19.44
North Carolina,2020-04-25,20.15
North Carolina,2020-05-02,18.66
North Carolina,2020-05-09,19.72
North Carolina,2020-05-16,19.53
North Carolina,2020-05-23,19.74
North Carolina,2020-05-30,19.07
North Carolina,2020-06-06,18.84
North Carolina,2020-06-13,17.99
North Carolina,2020-06-20,18.56
North Carolina,2020-06-27,18.64
North Carolina,2020-07-04,19.17
North Carolina,2020-07-11,18.96
North Carolina,2020-07-18,19.42
North Carolina,2020-07-25,20.57
North Carolina,2020-08-01,19.97
North Carolina,2020-08-08,19.74
North Carolina,2020-08-15,20.69
North Carolina,2020-08-22,20.34
North Carolina,2020-08-29,19.83
North Carolina,2020-09-05,20.76
North Carolina,2020-09-12,20.35
North Carolina,2020-09-19,21.66
North Carolina,2020-09-26,19.85
North Carolina,2020-10-03,19.52
North Carolina,2020-10-10,20.28
North Carolina,2020-10-17,20.40
North Carolina,2020-10-24,20.40
North Carolina,2020-10-31,20.68
North Carolina,2020-11-07,22.82
North Carolina,2020-11-14,21.36
North Carolina,2020-11-21,20.84
North Carolina,2020-11-28,22.22
North Carolina,2020-12-05,22.78
North Carolina,2020-12-12,23.56
North Carolina,2020-12-19,24.79
North Carolina,2020-12-26,25.58
North Carolina,2021-01-02,27.19
North Carolina,2021-01-09,28.01
North Carolina,2021-01-16,28.71
North Carolina,2021-01-23,27.48
North Carolina,2021-01-30,27.38
North Carolina,2021-02-06,25.14
North Carolina,2021-02-13,24.11
North Carolina,2021-02-20,23.14
North Carolina,2021-02-27,21.20
North Carolina,2021-03-06,20.29
North Carolina,2021-03-13,19.40
North Carolina,2021-03-20,19.06
North Carolina,2021-03-27,18.85
North Carolina,2021-04-03,18.18
North Carolina,2021-04-10,19.55
North Carolina,2021-04-17,18.57
North Carolina,2021-04-24,18.95
North Carolina,2021-05-01,18.23
North Carolina,2021-05-08,13.87
North Carolina,2021-05-15,12.66
North Carolina,2021-05-22,11.51
North Carolina,2021-05-29,10.45
North Carolina,2021-06-05,10.21
North Carolina,2021-06-12,11.03
North Carolina,2021-06-19,10.86
North Carolina,2021-06-26,10.59
North Carolina,2021-07-03,8.74
North Carolina,2021-08-21,10.01
North Carolina,2021-08-28,10.08
North Carolina,2021-09-04,8.92
Indiana,2020-01-04,21.66
Indiana,2020-01-11,20.43
Indiana,2020-01-18,20.47
Indiana,2020-01-25,20.96
Indiana,2020-02-01,20.34
Indiana,2020-02-08,20.09
Indiana,2020-02-15,21.06
Indiana,2020-02-22,20.81
Indiana,2020-02-29,21.35
Indiana,2020-03-07,20.22
Indiana,2020-03-14,20.74
Indiana,2020-03-21,19.59
Indiana,2020-03-28,21.90
Indiana,2020-04-04,23.30
Indiana,2020-04-11,24.07
Indiana,2020-04-18,22.25
Indiana,2020-04-25,23.54
Indiana,2020-05-02,22.65
Indiana,2020-05-09,23.33
Indiana,2020-05-16,23.17
Indiana,2020-05-23,21.72
Indiana,2020-05-30,20.38
Indiana,2020-06-06,20.57
Indiana,2020-06-13,20.51
Indiana,2020-06-20,19.94
Indiana,2020-06-27,20.34
Indiana,2020-07-04,19.82
Indiana,2020-07-11,19.92
Indiana,2020-07-18,20.38
Indiana,2020-07-25,19.42
Indiana,2020-08-01,20.15
Indiana,2020-08-08,19.81
Indiana,2020-08-15,20.22
Indiana,2020-08-22,20.03
Indiana,2020-08-29,19.98
Indiana,2020-09-05,18.73
Indiana,2020-09-12,19.79
Indiana,2020-09-19,20.76
Indiana,2020-09-26,21.24
Indiana,2020-10-03,20.79
Indiana,2020-10-10,21.25
Indiana,2020-10-17,22.46
Indiana,2020-10-24,22.30
Indiana,2020-10-31,23.58
Indiana,2020-11-07,24.39
Indiana,2020-11-14,25.36
Indiana,2020-11-21,28.53
Indiana,2020-11-28,29.70
Indiana,2020-12-05,28.63
Indiana,2020-12-12,31.21
Indiana,2020-12-19,30.36
Indiana,2020-12-26,29.62
Indiana,2021-01-02,30.23
Indiana,2021-01-09,29.19
Indiana,2021-01-16,28.21
Indiana,2021-01-23,26.42
Indiana,2021-01-30,23.93
Indiana,2021-02-06,23.67
Indiana,2021-02-13,22.28
Indiana,2021-02-20,21.59
Indiana,2021-02-27,21.18
Indiana,2021-03-06,20.84
Indiana,2021-03-13,20.26
Indiana,2021-03-20,19.22
Indiana,2021-03-27,19.11
Indiana,2021-04-03,18.80
Indiana,2021-04-10,20.20
Indiana,2021-04-17,20.50
Indiana,2021-04-24,18.88
Indiana,2021-05-01,20.06
Indiana,2021-05-08,19.41
Indiana,2021-05-15,19.03
Indiana,2021-05-22,19.95
Indiana,2021-05-29,19.53
Indiana,2021-06-05,20.60
Indiana,2021-06-12,19.08
Indiana,2021-06-19,20.72
Indiana,2021-06-26,18.78
Indiana,2021-07-03,18.95
Indiana,2021-07-10,19.51
Indiana,2021-07-17,18.89
Indiana,2021-07-24,18.24
Indiana,2021-07-31,19.26
Indiana,2021-08-07,19.16
Indiana,2021-08-14,20.34
Indiana,2021-08-21,20.94
Indiana,2021-08-28,21.03
Indiana,2021-09-04,20.46
Indiana,2021-09-11,21.03
Indiana,2021-09-18,18.33
Indiana,2021-09-25,11.01
Wyoming,2020-01-04,24.96
Wyoming,2020-01-11,14.04
Wyoming,2020-01-18,17.86
Wyoming,2020-01-25,16.64
Wyoming,2020-02-01,16.30
Wyoming,2020-02-08,16.82
Wyoming,2020-02-15,13.00
Wyoming,2020-02-22,17.51
Wyoming,2020-02-29,17.34
Wyoming,2020-03-07,13.87
Wyoming,2020-03-14,14.74
Wyoming,2020-03-21,20.28
Wyoming,2020-03-28,15.26
Wyoming,2020-04-04,21.32
Wyoming,2020-04-11,17.68
Wyoming,2020-04-18,15.43
Wyoming,2020-04-25,16.99
Wyoming,2020-05-02,11.79
Wyoming,2020-05-09,14.39
Wyoming,2020-05-16,17.51
Wyoming,2020-05-23,16.64
Wyoming,2020-05-30,14.56
Wyoming,2020-06-06,18.20
Wyoming,2020-06-13,16.64
Wyoming,2020-06-20,16.12
Wyoming,2020-06-27,15.43
Wyoming,2020-07-04,17.68
Wyoming,2020-07-11,18.03
Wyoming,2020-07-18,17.51
Wyoming,2020-07-25,16.47
Wyoming,2020-08-01,15.60
Wyoming,2020-08-08,18.38
Wyoming,2020-08-15,19.59
Wyoming,2020-08-22,17.34
Wyoming,2020-08-29,15.43
Wyoming,2020-09-05,18.55
Wyoming,2020-09-12,20.98
Wyoming,2020-09-19,16.30
Wyoming,2020-09-26,19.42
Wyoming,2020-10-03,20.63
Wyoming,2020-10-10,17.68
Wyoming,2020-10-17,18.55
Wyoming,2020-10-24,22.71
Wyoming,2020-10-31,19.76
Wyoming,2020-11-07,23.58
Wyoming,2020-11-14,22.88
Wyoming,2020-11-21,23.40
Wyoming,2020-11-28,23.92
Wyoming,2020-12-05,21.32
Wyoming,2020-12-12,24.79
Wyoming,2020-12-19,28.60
Wyoming,2020-12-26,22.54
Wyoming,2021-01-02,22.36
Wyoming,2021-01-09,22.02
Wyoming,2021-01-16,19.07
Wyoming,2021-01-23,19.24
Wyoming,2021-01-30,20.46
Wyoming,2021-02-06,19.42
Wyoming,2021-02-13,17.68
Wyoming,2021-02-20,19.07
Wyoming,2021-02-27,17.68
Wyoming,2021-03-06,14.91
Wyoming,2021-03-13,18.03
Wyoming,2021-03-20,14.56
Wyoming,2021-03-27,18.90
Wyoming,2021-04-03,14.91
Wyoming,2021-04-10,15.78
Wyoming,2021-04-17,13.17
Wyoming,2021-04-24,16.99
Wyoming,2021-05-01,15.43
Wyoming,2021-05-08,15.78
Wyoming,2021-05-15,15.60
Wyoming,2021-05-22,16.47
Wyoming,2021-05-29,16.99
Wyoming,2021-06-05,18.20
Wyoming,2021-06-12,19.24
Wyoming,2021-06-19,18.72
Wyoming,2021-06-26,16.99
Wyoming,2021-07-03,17.51
Wyoming,2021-07-10,14.74
Wyoming,2021-07-17,18.72
Wyoming,2021-07-24,17.16
Wyoming,2021-07-31,16.30
Wyoming,2021-08-07,21.50
Wyoming,2021-08-14,23.75
Wyoming,2021-08-21,17.86
Wyoming,2021-08-28,20.80
Wyoming,2021-09-04,20.63
Wyoming,2021-09-11,21.67
Wyoming,2021-09-18,18.03
Wyoming,2021-09-25,9.88
Utah,2020-01-04,11.98
Utah,2020-01-11,13.39
Utah,2020-01-18,12.50
Utah,2020-01-25,11.92
Utah,2020-02-01,11.13
Utah,2020-02-08,12.07
Utah,2020-02-15,12.65
Utah,2020-02-22,11.25
Utah,2020-02-29,12.75
Utah,2020-03-07,13.05
Utah,2020-03-14,12.41
Utah,2020-03-21,12.59
Utah,2020-03-28,12.07
Utah,2020-04-04,12.47
Utah,2020-04-11,11.68
Utah,2020-04-18,11.86
Utah,2020-04-25,12.53
Utah,2020-05-02,11.65
Utah,2020-05-09,11.37
Utah,2020-05-16,12.32
Utah,2020-05-23,11.43
Utah,2020-05-30,11.92
Utah,2020-06-06,12.53
Utah,2020-06-13,11.86
Utah,2020-06-20,12.29
Utah,2020-06-27,11.86
Utah,2020-07-04,13.39
Utah,2020-07-11,12.44
Utah,2020-07-18,13.30
Utah,2020-07-25,13.36
Utah,2020-08-01,13.30
Utah,2020-08-08,13.72
Utah,2020-08-15,13.75
Utah,2020-08-22,12.90
Utah,2020-08-29,11.52
Utah,2020-09-05,11.22
Utah,2020-09-12,11.68
Utah,2020-09-19,12.23
Utah,2020-09-26,13.45
Utah,2020-10-03,12.01
Utah,2020-10-10,13.54
Utah,2020-10-17,12.96
Utah,2020-10-24,13.51
Utah,2020-10-31,14.06
Utah,2020-11-07,13.85
Utah,2020-11-14,14.73
Utah,2020-11-21,16.63
Utah,2020-11-28,14.89
Utah,2020-12-05,16.44
Utah,2020-12-12,16.87
Utah,2020-12-19,16.66
Utah,2020-12-26,15.34
Utah,2021-01-02,14.86
Utah,2021-01-09,16.29
Utah,2021-01-16,14.79
Utah,2021-01-23,15.19
Utah,2021-01-30,15.34
Utah,2021-02-06,14.24
Utah,2021-02-13,13.75
Utah,2021-02-20,13.08
Utah,2021-02-27,11.58
Utah,2021-03-06,12.68
Utah,2021-03-13,12.56
Utah,2021-03-20,12.07
Utah,2021-03-27,11.95
Utah,2021-04-03,12.32
Utah,2021-04-10,11.58
Utah,2021-04-17,11.31
Utah,2021-04-24,11.95
Utah,2021-05-01,13.05
Utah,2021-05-08,11.77
Utah,2021-05-15,11.62
Utah,2021-05-22,12.41
Utah,2021-05-29,13.27
Utah,2021-06-05,11.95
Utah,2021-06-12,11.80
Utah,2021-06-19,12.65
Utah,2021-06-26,12.84
Utah,2021-07-03,12.81
Utah,2021-07-10,13.24
Utah,2021-07-17,11.74
Utah,2021-07-24,13.60
Utah,2021-07-31,13.27
Utah,2021-08-07,13.85
Utah,2021-08-14,13.39
Utah,2021-08-21,14.12
Utah,2021-08-28,14.06
Utah,2021-09-04,15.04
Utah,2021-09-11,14.46
Utah,2021-09-18,14.09
Utah,2021-09-25,11.22
Arizona,2020-01-04,18.19
Arizona,2020-01-11,19.45
Arizona,2020-01-18,18.39
Arizona,2020-01-25,17.83
Arizona,2020-02-01,17.69
Arizona,2020-02-08,17.67
Arizona,2020-02-15,18.36
Arizona,2020-02-22,18.77
Arizona,2020-02-29,18.92
Arizona,2020-03-07,19.30
Arizona,2020-03-14,18.86
Arizona,2020-03-21,18.04
Arizona,2020-03-28,18.51
Arizona,2020-04-04,18.98
Arizona,2020-04-11,19.62
Arizona,2020-04-18,18.40
Arizona,2020-04-25,19.35
Arizona,2020-05-02,19.63
Arizona,2020-05-09,19.95
Arizona,2020-05-16,18.26
Arizona,2020-05-23,18.02
Arizona,2020-05-30,18.32
Arizona,2020-06-06,19.56
Arizona,2020-06-13,20.46
Arizona,2020-06-20,21.67
Arizona,2020-06-27,22.61
Arizona,2020-07-04,24.81
Arizona,2020-07-11,27.32
Arizona,2020-07-18,27.90
Arizona,2020-07-25,26.05
Arizona,2020-08-01,25.06
Arizona,2020-08-08,22.18
Arizona,2020-08-15,21.34
Arizona,2020-08-22,21.04
Arizona,2020-08-29,20.51
Arizona,2020-09-05,18.12
Arizona,2020-09-12,17.93
Arizona,2020-09-19,17.60
Arizona,2020-09-26,17.97
Arizona,2020-10-03,16.81
Arizona,2020-10-10,17.35
Arizona,2020-10-17,17.28
Arizona,2020-10-24,17.93
Arizona,2020-10-31,18.35
Arizona,2020-11-07,19.56
Arizona,2020-11-14,17.51
Arizona,2020-11-21,21.32
Arizona,2020-11-28,21.41
Arizona,2020-12-05,23.72
Arizona,2020-12-12,28.02
Arizona,2020-12-19,29.34
Arizona,2020-12-26,30.83
Arizona,2021-01-02,32.16
Arizona,2021-01-09,33.87
Arizona,2021-01-16,34.31
Arizona,2021-01-23,33.49
Arizona,2021-01-30,28.76
Arizona,2021-02-06,26.69
Arizona,2021-02-13,23.58
Arizona,2021-02-20,21.70
Arizona,2021-02-27,21.18
Arizona,2021-03-06,20.89
Arizona,2021-03-13,19.73
Arizona,2021-03-20,19.44
Arizona,2021-03-27,18.01
Arizona,2021-04-03,18.82
Arizona,2021-04-10,17.80
Arizona,2021-04-17,18.43
Arizona,2021-04-24,17.48
Arizona,2021-05-01,17.87
Arizona,2021-05-08,19.76
Arizona,2021-05-15,18.43
Arizona,2021-05-22,17.53
Arizona,2021-05-29,17.46
Arizona,2021-06-05,18.60
Arizona,2021-06-12,18.19
Arizona,2021-06-19,18.96
Arizona,2021-06-26,19.34
Arizona,2021-07-03,18.44
Arizona,2021-07-10,18.11
Arizona,2021-07-17,18.96
Arizona,2021-07-24,17.52
Arizona,2021-07-31,18.11
Arizona,2021-08-07,20.92
Arizona,2021-08-14,20.39
Arizona,2021-08-21,20.68
Arizona,2021-08-28,21.87
Arizona,2021-09-04,22.08
Arizona,2021-09-11,21.49
Arizona,2021-09-18,19.98
Arizona,2021-09-25,14.82
Montana,2020-01-04,21.31
Montana,2020-01-11,19.46
Montana,2020-01-18,18.63
Montana,2020-01-25,18.17
Montana,2020-02-01,20.11
Montana,2020-02-08,18.63
Montana,2020-02-15,18.26
Montana,2020-02-22,20.01
Montana,2020-02-29,21.77
Montana,2020-03-07,20.38
Montana,2020-03-14,20.11
Montana,2020-03-21,21.12
Montana,2020-03-28,18.91
Montana,2020-04-04,16.33
Montana,2020-04-11,19.92
Montana,2020-04-18,17.62
Montana,2020-04-25,17.25
Montana,2020-05-02,18.82
Montana,2020-05-09,16.33
Montana,2020-05-16,18.91
Montana,2020-05-23,16.69
Montana,2020-05-30,16.60
Montana,2020-06-06,16.42
Montana,2020-06-13,20.57
Montana,2020-06-20,18.26
Montana,2020-06-27,18.35
Montana,2020-07-04,16.14
Montana,2020-07-11,17.52
Montana,2020-07-18,18.72
Montana,2020-07-25,20.66
Montana,2020-08-01,19.92
Montana,2020-08-08,19.92
Montana,2020-08-15,18.82
Montana,2020-08-22,22.14
Montana,2020-08-29,17.99
Montana,2020-09-05,21.49
Montana,2020-09-12,20.38
Montana,2020-09-19,21.67
Montana,2020-09-26,21.77
Montana,2020-10-03,22.14
Montana,2020-10-10,26.01
Montana,2020-10-17,24.63
Montana,2020-10-24,27.21
Montana,2020-10-31,29.24
Montana,2020-11-07,27.58
Montana,2020-11-14,29.79
Montana,2020-11-21,30.62
Montana,2020-11-28,28.32
Montana,2020-12-05,24.90
Montana,2020-12-12,27.95
Montana,2020-12-19,24.99
Montana,2020-12-26,28.41
Montana,2021-01-02,25.27
Montana,2021-01-09,22.87
Montana,2021-01-16,23.33
Montana,2021-01-23,22.78
Montana,2021-01-30,18.35
Montana,2021-02-06,19.92
Montana,2021-02-13,20.48
Montana,2021-02-20,19.46
Montana,2021-02-27,20.66
Montana,2021-03-06,17.34
Montana,2021-03-13,18.35
Montana,2021-03-20,20.38
Montana,2021-03-27,18.91
Montana,2021-04-03,15.49
Montana,2021-04-10,18.82
Montana,2021-04-17,21.40
Montana,2021-04-24,18.91
Montana,2021-05-01,20.48
Montana,2021-05-08,18.17
Montana,2021-05-15,18.08
Montana,2021-05-22,20.38
Montana,2021-05-29,19.37
Montana,2021-06-05,18.63
Montana,2021-06-12,21.03
Montana,2021-06-19,21.31
Montana,2021-06-26,19.74
Montana,2021-07-03,21.03
Montana,2021-07-10,17.89
Montana,2021-07-17,20.01
Montana,2021-07-24,19.18
Montana,2021-07-31,23.33
Montana,2021-08-07,21.67
Montana,2021-08-14,22.87
Montana,2021-08-21,24.90
Montana,2021-08-28,24.16
Montana,2021-09-04,24.53
Montana,2021-09-11,23.89
Montana,2021-09-18,23.43
Montana,2021-09-25,12.08
Kentucky,2020-01-04,24.26
Kentucky,2020-01-11,23.48
Kentucky,2020-01-18,23.10
Kentucky,2020-01-25,20.95
Kentucky,2020-02-01,21.71
Kentucky,2020-02-08,21.22
Kentucky,2020-02-15,21.19
Kentucky,2020-02-22,22.02
Kentucky,2020-02-29,22.68
Kentucky,2020-03-07,22.33
Kentucky,2020-03-14,22.66
Kentucky,2020-03-21,21.06
Kentucky,2020-03-28,20.80
Kentucky,2020-04-04,23.26
Kentucky,2020-04-11,22.77
Kentucky,2020-04-18,21.31
Kentucky,2020-04-25,21.64
Kentucky,2020-05-02,22.15
Kentucky,2020-05-09,22.33
Kentucky,2020-05-16,22.08
Kentucky,2020-05-23,22.15
Kentucky,2020-05-30,21.90
Kentucky,2020-06-06,20.37
Kentucky,2020-06-13,22.24
Kentucky,2020-06-20,21.44
Kentucky,2020-06-27,20.80
Kentucky,2020-07-04,22.04
Kentucky,2020-07-11,23.24
Kentucky,2020-07-18,20.77
Kentucky,2020-07-25,21.48
Kentucky,2020-08-01,22.88
Kentucky,2020-08-08,22.35
Kentucky,2020-08-15,22.53
Kentucky,2020-08-22,23.92
Kentucky,2020-08-29,22.35
Kentucky,2020-09-05,23.41
Kentucky,2020-09-12,22.64
Kentucky,2020-09-19,22.57
Kentucky,2020-09-26,23.72
Kentucky,2020-10-03,22.37
Kentucky,2020-10-10,23.70
Kentucky,2020-10-17,25.01
Kentucky,2020-10-24,26.25
Kentucky,2020-10-31,24.97
Kentucky,2020-11-07,26.21
Kentucky,2020-11-14,26.34
Kentucky,2020-11-21,28.61
Kentucky,2020-11-28,29.56
Kentucky,2020-12-05,30.12
Kentucky,2020-12-12,31.29
Kentucky,2020-12-19,30.67
Kentucky,2020-12-26,32.96
Kentucky,2021-01-02,31.27
Kentucky,2021-01-09,28.70
Kentucky,2021-01-16,31.03
Kentucky,2021-01-23,29.32
Kentucky,2021-01-30,27.94
Kentucky,2021-02-06,25.94
Kentucky,2021-02-13,25.88
Kentucky,2021-02-20,25.32
Kentucky,2021-02-27,24.70
Kentucky,2021-03-06,23.79
Kentucky,2021-03-13,25.12
Kentucky,2021-03-20,22.70
Kentucky,2021-03-27,22.88
Kentucky,2021-04-03,21.84
Kentucky,2021-04-10,23.57
Kentucky,2021-04-17,23.15
Kentucky,2021-04-24,22.88
Kentucky,2021-05-01,22.44
Kentucky,2021-05-08,21.46
Kentucky,2021-05-15,21.06
Kentucky,2021-05-22,23.06
Kentucky,2021-05-29,22.90
Kentucky,2021-06-05,21.42
Kentucky,2021-06-12,21.66
Kentucky,2021-06-19,22.53
Kentucky,2021-06-26,21.97
Kentucky,2021-07-03,21.46
Kentucky,2021-07-10,21.53
Kentucky,2021-07-17,21.62
Kentucky,2021-07-24,21.82
Kentucky,2021-07-31,21.73
Kentucky,2021-08-07,22.28
Kentucky,2021-08-14,22.68
Kentucky,2021-08-21,24.10
Kentucky,2021-08-28,23.84
Kentucky,2021-09-04,24.43
Kentucky,2021-09-11,20.99
Kentucky,2021-09-18,17.22
Kansas,2020-01-04,20.12
Kansas,2020-01-11,19.06
Kansas,2020-01-18,19.61
Kansas,2020-01-25,19.44
Kansas,2020-02-01,18.69
Kansas,2020-02-08,17.12
Kansas,2020-02-15,19.57
Kansas,2020-02-22,19.03
Kansas,2020-02-29,18.65
Kansas,2020-03-07,19.57
Kansas,2020-03-14,17.77
Kansas,2020-03-21,17.53
Kansas,2020-03-28,17.80
Kansas,2020-04-04,18.72
Kansas,2020-04-11,17.87
Kansas,2020-04-18,18.58
Kansas,2020-04-25,18.41
Kansas,2020-05-02,17.90
Kansas,2020-05-09,17.26
Kansas,2020-05-16,18.04
Kansas,2020-05-23,17.70
Kansas,2020-05-30,17.22
Kansas,2020-06-06,16.99
Kansas,2020-06-13,17.56
Kansas,2020-06-20,17.29
Kansas,2020-06-27,17.73
Kansas,2020-07-04,19.13
Kansas,2020-07-11,17.16
Kansas,2020-07-18,17.63
Kansas,2020-07-25,18.38
Kansas,2020-08-01,18.48
Kansas,2020-08-08,20.46
Kansas,2020-08-15,19.64
Kansas,2020-08-22,17.50
Kansas,2020-08-29,18.11
Kansas,2020-09-05,19.27
Kansas,2020-09-12,19.78
